🏮  春节,#genre#
咪咕体育,http://39.137.49.76:8080/PLTV/88888888/224/3221226241/index.m3u8?
NewTV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
NewTV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225767/index.m3u8
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225767/index.m3u8
精彩足球,http://39.134.193.112:6610/030000001001/HD-8000k-1080P-miguaoyun1/1.m3u8?channel-id=ystenlive
综合体育,http://39.134.193.112:6610/030000001001/HD-8000k-1080P-miguaoyun2/1.m3u8?channel-id=ystenlive
精彩足球,http://39.134.193.112:6610/030000001000/G_MIGUJCZQ/index.m3u8?livemode=1
综合体育,http://39.134.193.112:6610/030000001000/G_MIGUZHTY/index.m3u8?livemode=1
咪咕4K-01,http://117.136.156.39/000000001000/3000000010000005180/index.m3u8
咪咕4K-02,http://117.136.156.35/000000001000/3000000010000015686/index.m3u8
咪咕4K-01,http://39.135.7.132:6610/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=3
咪咕4K-02,http://39.135.7.132:6610/000000001000/3000000010000015686/index.m3u8?channel-id=FifastbLive&Contentid=30000000100000015686&livemode=1&stbId=3
咪咕4K-02,http://39.135.134.67/000000001000/3000000010000015686/index.m3u8
CBA01,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000003915&livemode=1&stbId=2&channel-id=FifastbLive
CBA01,http://39.135.7.132:6610/000000001000/3000000010000003915/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=3
CBA01,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000003915&livemode=1&stbId=2&channel-id=FifastbLive
CBA01,http://117.136.156.35/000000001000/3000000010000003915/index.m3u8
CBA02,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000027691&livemode=1&stbId=2&channel-id=FifastbLive
CBA02,http://39.135.7.132:6610/000000001000/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3
CBA02,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000027691&livemode=1&stbId=2&channel-id=FifastbLive
CBA02,http://117.136.156.35/000000001000/3000000010000027691/index.m3u8
CBA03,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000015560&livemode=1&stbId=2&channel-id=FifastbLive
CBA03,http://39.135.7.132:6610/000000001000/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=3
CBA03,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000015560&livemode=1&stbId=2&channel-id=FifastbLive
CBA03,http://117.136.156.35/000000001000/3000000010000015560/index.m3u8
CBA03,http://221.179.217.76/PLTV/88888888/224/3221226374/1.m3u8
CBA04,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000011297&livemode=1&stbId=2&channel-id=FifastbLive
CBA04,http://39.135.7.132:6610/000000001000/3000000010000011297/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=3
CBA04,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000011297&livemode=1&stbId=2&channel-id=FifastbLive
CBA04,http://117.136.156.35/000000001000/3000000010000011297/index.m3u8
CBA04,http://221.179.217.76/PLTV/88888888/224/3221226390/1.m3u8
CBA05,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000006077&livemode=1&stbId=2&channel-id=FifastbLive
CBA05,http://39.135.7.132:6610/000000001000/3000000010000006077/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=3
CBA05,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000006077&livemode=1&stbId=2&channel-id=FifastbLive
CBA05,http://117.136.156.35/000000001000/3000000010000006077/index.m3u8
CBA06,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000000097&livemode=1&stbId=2&channel-id=FifastbLive
CBA06,http://39.135.7.132:6610/000000001000/3000000010000000097/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=3
CBA06,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000000097&livemode=1&stbId=2&channel-id=FifastbLive
CBA06,http://117.136.156.35/000000001000/3000000010000000097/index.m3u8
CBA06,http://221.179.217.76/PLTV/88888888/224/3221226397/1.m3u8
CBA07,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000002809&livemode=1&stbId=2&channel-id=FifastbLive
CBA07,http://39.135.7.132:6610/000000001000/3000000010000002809/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=3
CBA07,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000002809&livemode=1&stbId=2&channel-id=FifastbLive
CBA07,http://117.136.156.35/000000001000/3000000010000002809/index.m3u8
CBA07,http://221.179.217.76/PLTV/88888888/224/3221226398/1.m3u8
NBA01,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000005969&livemode=1&stbId=2&channel-id=FifastbLive
NBA01,http://39.135.7.132:6610/000000001000/3000000001000005969/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3
NBA01,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000005969&livemode=1&stbId=2&channel-id=FifastbLive
NBA01,http://117.136.156.35/000000001000/3000000001000005969/index.m3u8
NBA01,http://39.135.134.67/000000001000/3000000001000005969/index.m3u8
NBA02,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000007218&livemode=1&stbId=2&channel-id=FifastbLive
NBA02,http://39.135.7.132:6610/000000001000/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3
NBA02,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000007218&livemode=1&stbId=2&channel-id=FifastbLive
NBA02,http://117.136.156.35/000000001000/3000000001000007218/index.m3u8
NBA02,http://39.135.134.67/000000001000/3000000001000007218/index.m3u8
NBA02,http://221.179.217.76/PLTV/88888888/224/3221226379/1.m3u8
NBA03,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000008001&livemode=1&stbId=2&channel-id=FifastbLive
NBA03,http://39.135.7.132:6610/000000001000/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3
NBA03,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000008001&livemode=1&stbId=2&channel-id=FifastbLive
NBA03,http://117.136.156.35/000000001000/3000000001000008001/index.m3u8
NBA03,http://39.135.134.67/000000001000/3000000001000008001/index.m3u8
NBA03,http://39.134.193.112:6610/030000001000/G_AOYUN-2/index.m3u8?livemode=1
NBA04,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000008176&livemode=1&stbId=2&channel-id=FifastbLive
NBA04,http://39.135.7.132:6610/000000001000/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3
NBA04,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000008176&livemode=1&stbId=2&channel-id=FifastbLive
NBA04,http://117.136.156.39/000000001000/3000000001000008176/index.m3u8
NBA04,http://39.135.134.67/000000001000/3000000001000008176/index.m3u8
NBA05,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000010129&livemode=1&stbId=2&channel-id=FifastbLive
NBA05,http://39.135.7.132:6610/000000001000/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3
NBA05,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000010129&livemode=1&stbId=2&channel-id=FifastbLive
NBA05,http://117.136.156.35/000000001000/3000000001000010129/index.m3u8
NBA05,http://39.134.193.112:6610/030000001000/G_AOYUN-1/index.m3u8?livemode=1
NBA06,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000010948&livemode=1&stbId=2&channel-id=FifastbLive
NBA06,http://39.135.7.132:6610/000000001000/3000000001000010948/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3
NBA06,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000010948&livemode=1&stbId=2&channel-id=FifastbLive
NBA06,http://117.136.156.35/000000001000/3000000001000010948/index.m3u8
NBA06,http://39.135.134.67/000000001000/3000000001000010948/index.m3u8
NBA07,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000012558&livemode=1&stbId=2&channel-id=FifastbLive
NBA07,http://39.135.7.132:6610/000000001000/3000000010000012558/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=3
NBA07,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000012558&livemode=1&stbId=2&channel-id=FifastbLive
NBA07,http://117.136.156.35/000000001000/3000000010000012558/index.m3u8
NBA08,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000025380&livemode=1&stbId=2&channel-id=FifastbLive
NBA08,http://39.135.7.132:6610/000000001000/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3
NBA08,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000025380&livemode=1&stbId=2&channel-id=FifastbLive
NBA08,http://117.136.156.35/000000001000/3000000010000025380/index.m3u8
NBA08,http://39.135.134.67/000000001000/3000000010000025380/index.m3u8
NBA08,http://221.179.217.76/PLTV/88888888/224/3221226387/1.m3u8
NBA09,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000031494&livemode=1&stbId=2&channel-id=FifastbLive
NBA09,http://39.135.7.132:6610/000000001000/3000000001000031494/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=3
NBA09,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000031494&livemode=1&stbId=2&channel-id=FifastbLive
NBA09,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8
咪咕01,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000002019&livemode=1&stbId=2&channel-id=FifastbLive
咪咕01,http://39.135.7.132:6610/000000001000/3000000010000002019/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=3
咪咕01,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000002019&livemode=1&stbId=2&channel-id=FifastbLive
咪咕01,http://117.136.156.35/000000001000/3000000010000002019/index.m3u8
咪咕02,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000004193&livemode=1&stbId=2&channel-id=FifastbLive
咪咕02,http://39.135.7.132:6610/000000001000/3000000010000004193/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=3
咪咕02,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000004193&livemode=1&stbId=2&channel-id=FifastbLive
咪咕02,http://117.136.156.35/000000001000/3000000010000004193/index.m3u8
咪咕03,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000005308&livemode=1&stbId=2&channel-id=FifastbLive
咪咕03,http://39.135.7.132:6610/000000001000/3000000001000005308/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3
咪咕03,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000005308&livemode=1&stbId=2&channel-id=FifastbLive
咪咕03,http://117.136.156.35/000000001000/3000000001000005308/index.m3u8
咪咕03,http://39.135.134.67/000000001000/3000000001000005308/index.m3u8
咪咕04,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000005837&livemode=1&stbId=2&channel-id=FifastbLive
咪咕04,http://39.135.7.132:6610/000000001000/3000000010000005837/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=3
咪咕04,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000005837&livemode=1&stbId=2&channel-id=FifastbLive
咪咕04,http://117.136.156.35/000000001000/3000000010000005837/index.m3u8
咪咕05,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000006658&livemode=1&stbId=2&channel-id=FifastbLive
咪咕05,http://39.135.7.132:6610/000000001000/3000000010000006658/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=3
咪咕05,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000006658&livemode=1&stbId=2&channel-id=FifastbLive
咪咕05,http://117.136.156.35/000000001000/3000000010000006658/index.m3u8
咪咕06,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000008379&livemode=1&stbId=2&channel-id=FifastbLive
咪咕06,http://39.135.7.132:6610/000000001000/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3
咪咕06,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000008379&livemode=1&stbId=2&channel-id=FifastbLive
咪咕06,http://117.136.156.35/000000001000/3000000001000008379/index.m3u8
咪咕06,http://39.135.134.67/000000001000/3000000001000008379/index.m3u8
咪咕06,http://221.179.217.76/PLTV/88888888/224/3221226373/1.m3u8
咪咕01,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000002032&livemode=1&stbId=2&channel-id=FifastbLive
咪咕01,http://39.135.7.132:6610/000000001000/3000000010000002032/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002032&livemode=1&stbId=3
咪咕01,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000002032&livemode=1&stbId=2&channel-id=FifastbLive
咪咕02,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000006944&livemode=1&stbId=2&channel-id=FifastbLive
咪咕02,http://39.135.7.132:6610/000000001000/3000000010000006944/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006944&livemode=1&stbId=3
咪咕02,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000006944&livemode=1&stbId=2&channel-id=FifastbLive
咪咕03,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000007692&livemode=1&stbId=2&channel-id=FifastbLive
咪咕03,http://39.135.7.132:6610/000000001000/3000000010000007692/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000007692&livemode=1&stbId=3
咪咕03,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000007692&livemode=1&stbId=2&channel-id=FifastbLive
咪咕04,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000009788&livemode=1&stbId=2&channel-id=FifastbLive
咪咕04,http://39.135.7.132:6610/000000001000/3000000010000009788/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=3
咪咕04,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000009788&livemode=1&stbId=2&channel-id=FifastbLive
咪咕04,http://117.136.156.35/000000001000/3000000010000009788/index.m3u8
咪咕05,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000010833&livemode=1&stbId=2&channel-id=FifastbLive
咪咕05,http://39.135.7.132:6610/000000001000/3000000010000010833/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=3
咪咕05,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000010833&livemode=1&stbId=2&channel-id=FifastbLive
咪咕05,http://117.136.156.35/000000001000/3000000010000010833/index.m3u8
咪咕05,http://39.135.134.67/000000001000/3000000010000010833/index.m3u8
咪咕06,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000011112&livemode=1&stbId=2&channel-id=FifastbLive
咪咕06,http://39.135.7.132:6610/000000001000/3000000010000011112/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011112&livemode=1&stbId=3
咪咕06,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000011112&livemode=1&stbId=2&channel-id=FifastbLive
咪咕07,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000011518&livemode=1&stbId=2&channel-id=FifastbLive
咪咕07,http://39.135.7.132:6610/000000001000/3000000010000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=3
咪咕07,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000011518&livemode=1&stbId=2&channel-id=FifastbLive
咪咕07,http://117.136.156.35/000000001000/3000000010000011518/index.m3u8
咪咕08,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000011763&livemode=1&stbId=2&channel-id=FifastbLive
咪咕08,http://39.135.7.132:6610/000000001000/3000000010000011763/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011763&livemode=1&stbId=3
咪咕08,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000011763&livemode=1&stbId=2&channel-id=FifastbLive
咪咕09,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000011873&livemode=1&stbId=2&channel-id=FifastbLive
咪咕09,http://39.135.7.132:6610/000000001000/3000000010000011873/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011873&livemode=1&stbId=3
咪咕09,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000011873&livemode=1&stbId=2&channel-id=FifastbLive
咪咕09,http://117.136.156.35/000000001000/3000000010000011873/index.m3u8
咪咕10,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000012398&livemode=1&stbId=2&channel-id=FifastbLive
咪咕10,http://39.135.7.132:6610/000000001000/3000000010000012398/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012398&livemode=1&stbId=3
咪咕10,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000012398&livemode=1&stbId=2&channel-id=FifastbLive
咪咕11,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000012450&livemode=1&stbId=2&channel-id=FifastbLive
咪咕11,http://39.135.7.132:6610/000000001000/3000000010000012450/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012450&livemode=1&stbId=3
咪咕11,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000012450&livemode=1&stbId=2&channel-id=FifastbLive
咪咕12,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000012616&livemode=1&stbId=2&channel-id=FifastbLive
咪咕12,http://39.135.7.132:6610/000000001000/3000000010000012616/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=3
咪咕12,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000012616&livemode=1&stbId=2&channel-id=FifastbLive
咪咕12,http://117.136.156.35/000000001000/3000000010000012616/index.m3u8
咪咕13,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000015470&livemode=1&stbId=2&channel-id=FifastbLive
咪咕13,http://39.135.7.132:6610/000000001000/3000000010000015470/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=3
咪咕13,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000015470&livemode=1&stbId=2&channel-id=FifastbLive
咪咕13,http://117.136.156.35/000000001000/3000000010000015470/index.m3u8
咪咕14,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000017389&livemode=1&stbId=2&channel-id=FifastbLive
咪咕14,http://39.135.7.132:6610/000000001000/3000000010000017389/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017389&livemode=1&stbId=3
咪咕14,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000017389&livemode=1&stbId=2&channel-id=FifastbLive
咪咕15,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000017678&livemode=1&stbId=2&channel-id=FifastbLive
咪咕15,http://39.135.7.132:6610/000000001000/3000000010000017678/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=3
咪咕15,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000017678&livemode=1&stbId=2&channel-id=FifastbLive
咪咕15,http://117.136.156.35/000000001000/3000000010000017678/index.m3u8
咪咕16,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000017997&livemode=1&stbId=2&channel-id=FifastbLive
咪咕16,http://39.135.7.132:6610/000000001000/3000000010000017997/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017997&livemode=1&stbId=3
咪咕16,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000017997&livemode=1&stbId=2&channel-id=FifastbLive
咪咕17,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000019380&livemode=1&stbId=2&channel-id=FifastbLive
咪咕17,http://39.135.7.132:6610/000000001000/3000000010000019380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019380&livemode=1&stbId=3
咪咕17,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000019380&livemode=1&stbId=2&channel-id=FifastbLive
咪咕18,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000019839&livemode=1&stbId=2&channel-id=FifastbLive
咪咕18,http://39.135.7.132:6610/000000001000/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3
咪咕18,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000019839&livemode=1&stbId=2&channel-id=FifastbLive
咪咕18,http://117.136.156.35/000000001000/3000000010000019839/index.m3u8
咪咕18,http://39.135.134.67/000000001000/3000000010000019839/index.m3u8
咪咕19,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000020168&livemode=1&stbId=2&channel-id=FifastbLive
咪咕19,http://39.135.7.132:6610/000000001000/3000000010000020168/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000020168&livemode=1&stbId=3
咪咕19,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000020168&livemode=1&stbId=2&channel-id=FifastbLive
咪咕20,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000021904&livemode=1&stbId=2&channel-id=FifastbLive
咪咕20,http://39.135.7.132:6610/000000001000/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3
咪咕20,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000021904&livemode=1&stbId=2&channel-id=FifastbLive
咪咕20,http://117.136.156.35/000000001000/3000000010000021904/index.m3u8
咪咕21,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000023434&livemode=1&stbId=2&channel-id=FifastbLive
咪咕21,http://39.135.7.132:6610/000000001000/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3
咪咕21,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000023434&livemode=1&stbId=2&channel-id=FifastbLive
咪咕21,http://117.136.156.35/000000001000/3000000010000023434/index.m3u8
咪咕22,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000024205&livemode=1&stbId=2&channel-id=FifastbLive
咪咕22,http://39.135.7.132:6610/000000001000/3000000010000024205/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000024205&livemode=1&stbId=3
咪咕22,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000024205&livemode=1&stbId=2&channel-id=FifastbLive
咪咕23,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000024691&livemode=1&stbId=2&channel-id=FifastbLive
咪咕23,http://39.135.7.132:6610/000000001000/3000000010000024691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000024691&livemode=1&stbId=3
咪咕23,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000024691&livemode=1&stbId=2&channel-id=FifastbLive
咪咕25,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000025943&livemode=1&stbId=2&channel-id=FifastbLive
咪咕25,http://39.135.7.132:6610/000000001000/3000000010000025943/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025943&livemode=1&stbId=3
咪咕25,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000025943&livemode=1&stbId=2&channel-id=FifastbLive
咪咕26,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000026778&livemode=1&stbId=2&channel-id=FifastbLive
咪咕26,http://39.135.7.132:6610/000000001000/3000000001000026778/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000026778&livemode=1&stbId=3
咪咕26,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000026778&livemode=1&stbId=2&channel-id=FifastbLive
咪咕26,http://117.136.156.35/000000001000/3000000001000026778/index.m3u8
咪咕26,http://39.135.134.67/000000001000/3000000001000026778/index.m3u8
咪咕27,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000027318&livemode=1&stbId=2&channel-id=FifastbLive
咪咕27,http://39.135.7.132:6610/000000001000/3000000010000027318/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027318&livemode=1&stbId=3
咪咕27,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000027318&livemode=1&stbId=2&channel-id=FifastbLive
咪咕28,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000027638&livemode=1&stbId=2&channel-id=FifastbLive
咪咕28,http://39.134.193.112:6610/000000001000/3000000010000027638/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027638&livemode=1&stbId=3
咪咕28,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000027638&livemode=1&stbId=2&channel-id=FifastbLive
咪咕29,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000001000028638&livemode=1&stbId=2&channel-id=FifastbLive
咪咕29,http://39.134.193.112:6610/000000001000/3000000001000028638/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3
咪咕29,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000001000028638&livemode=1&stbId=2&channel-id=FifastbLive
咪咕29,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
咪咕29,http://39.134.193.112:6610/030000001000/G_AOYUN-3/index.m3u8?livemode=1
咪咕31,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000031669&livemode=1&stbId=2&channel-id=FifastbLive
咪咕31,http://39.134.193.112:6610/000000001000/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3
咪咕31,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=3000000010000031669&livemode=1&stbId=2&channel-id=FifastbLive
咪咕31,http://117.136.156.35/000000001000/3000000010000031669/index.m3u8
咪咕32,http://117.169.124.149:8080/0000000000001001/1/index.m3u8?Contentid=3000000010000032106&livemode=1&stbId=2&channel-id=FifastbLive
咪咕32,http://39.134.193.112:6610/000000001000/3000000010000032106/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000032106&livemode=1&stbId=3
